210304,PUNO,CARABAYA,COASA,111297,COASA,-70.01834490000,-13.98739120000
110108,ICA,ICA,SALAS,113189,GUADALUPE,-75.77288745000,-13.98605380000
080605,CUSCO,CANCHIS,PITUMARCA,124249,PITUMARCA,-71.41740051000,-13.98038041000
090608,HUANCAVELICA,HUAYTARA,QUERCO,117188,QUERCO,-74.97683155000,-13.97952682000
030404,APURIMAC,AYMARAES,CHAPIMARCA,112464,CHAPIMARCA,-73.06511390000,-13.97472937000
050909,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,112699,SAN SALVADOR DE QUIJE,-73.73472104000,-13.96838362000
030214,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA,131954,SAN MIGUEL DE CHACCRAMPA,-73.60782456000,-13.96114327000
030415,APURIMAC,AYMARAES,TINTAY,121724,TINTAY,-73.18506059000,-13.95969431000
050303,AYACUCHO,HUANCA SANCOS,SACSAMARCA,553953,SACSAMARCA,-74.31281202000,-13.94298590000
090612,HUANCAVELICA,HUAYTARA,SAN ISIDRO,124684,SAN ISIDRO DE HUIRPACANCHA,-75.23867855000,-13.95641154000
110109,ICA,ICA,SAN JOSE DE LOS MOLINOS,117348,SAN JOSE DE LOS MOLINOS,-75.67099028000,-13.93293889000
081008,CUSCO,PARURO,PILLPINTO,120341,PILLPINTO,-71.76081164000,-13.95355278000
080203,CUSCO,ACOMAYO,ACOS,114934,ACOS,-71.73833890000,-13.95133653000
030102,APURIMAC,ABANCAY,CHACOCHE,115220,CHACOCHE,-72.99086413000,-13.94172219000
030704,APURIMAC,GRAU,HUAYLLATI,122555,HUAYLLATI,-72.48446753000,-13.92834851000
030411,APURIMAC,AYMARAES,SAN JUAN DE CHAC├æA,110308,SAN JUAN DE CHAC├æA,-73.18182437000,-13.92388872000
210308,PUNO,CARABAYA,OLLACHEA,129988,OLLACHEA,-70.47219977000,-13.79403180000
030103,APURIMAC,ABANCAY,CIRCA,120149,CIRCA,-72.87577727000,-13.87822657000
051006,AYACUCHO,VICTOR FAJARDO,CAYARA,110152,CAYARA,-73.98875373000,-13.79509635000
090611,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,124642,SAN FRANCISCO DE SANGAYAICO,-75.24903290000,-13.79506004000
050904,AYACUCHO,SUCRE,CHILCAYOC,127472,CHILCAYOC,-73.72730863000,-13.88343158000
030703,APURIMAC,GRAU,GAMARRA,122198,PALPACACHI,-72.50833850000,-13.87205807000
030106,APURIMAC,ABANCAY,LAMBRAMA,110765,LAMBRAMA,-72.76977099000,-13.87055759000
210305,PUNO,CARABAYA,CORANI,127576,CORANI,-70.60469639000,-13.86849892000
030203,APURIMAC,ANDAHUAYLAS,CHIARA,125074,CHIARA,-73.66889745000,-13.86718867000
051106,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,614112,PACCHAHUALLHUA,-73.87733202000,-13.85217141000
081004,CUSCO,PARURO,COLCHA,111482,COLCHA,-71.80276026000,-13.85021228000
051010,AYACUCHO,VICTOR FAJARDO,HUALLA,117194,HUALLA / SAN PEDRO DE HUALLA,-73.95077431000,-13.84990601000
050903,AYACUCHO,SUCRE,CHALCOS,117815,CHALCOS,-73.75411164000,-13.84777958000
050304,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,133120,SANTIAGO DE LUCANAMARCA,-74.37240052000,-13.84364802000
030503,APURIMAC,COTABAMBAS,COYLLURQUI,125422,COYLLURQUI,-72.43205624000,-13.83738656000
050302,AYACUCHO,HUANCA SANCOS,CARAPO,123324,CARAPO,-74.31535653000,-13.83719391000
110505,ICA,PISCO,PARACAS,110883,PARACAS,-76.24963615000,-13.83491616000
090613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,114957,SANTIAGO DE CHOCORVOS,-75.25772215000,-13.82528316000
050902,AYACUCHO,SUCRE,BELEN,116922,BELEN,-73.75784319000,-13.80884417000
051102,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,132211,ACCOMARCA,-73.90515651000,-13.80071054000
150406,LIMA,CANTA,SAN BUENAVENTURA,120227,SAN BUENAVENTURA,-76.66198410400,-11.48929052300
210303,PUNO,CARABAYA,AYAPATA,128312,AYAPATA,-70.32270822000,-13.77698334000
030218,APURIMAC,ANDAHUAYLAS,TURPO,132678,TURPO,-73.47399551000,-13.78567136000
080206,CUSCO,ACOMAYO,RONDOCAN,115574,RONDOCAN,-71.78181202000,-13.77930491000
030212,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,118124,SAN ANTONIO DE CACHI,-73.60345157000,-13.77324154000
081007,CUSCO,PARURO,PACCARITAMBO,113956,PACCARECTAMBO,-71.95650450000,-13.75660378000
030205,APURIMAC,ANDAHUAYLAS,HUANCARAY,130441,HUANCARAY,-73.52715564000,-13.75740171000
051105,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,111559,HUAMBALPA,-73.93154264000,-13.75031778000
030502,APURIMAC,COTABAMBAS,COTABAMBAS,116681,COTABAMBAS,-72.35620316000,-13.74705897000
051103,AYACUCHO,VILCAS HUAMAN,CARHUANCA,120186,CARHUANCA,-73.78752615000,-13.74234703000
090615,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,129209,SANTO DOMINGO DE CAPILLAS,-75.24368702000,-13.73681703000
051008,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,133268,HUAMANQUIQUIA,-74.27206287000,-13.72909904000
030220,APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,120481,HUANCABAMBA,-73.35037593000,-13.73372982000
110506,ICA,PISCO,SAN ANDRES,114193,SAN ANDRES,-76.22303252000,-13.73150792000
110503,ICA,PISCO,HUMAY,119402,HUMAY,-75.88661752000,-13.72253266000
090205,HUANCAVELICA,ACOBAMBA,MARCAS,113665,MARCAS,-74.39791127000,-12.89016953000
150504,LIMA,CA├æETE,CERRO AZUL,114199,CERRO AZUL,-76.47924953000,-13.02481778000
090312,HUANCAVELICA,ANGARAES,SECCLLA,126011,SECCLLA,-74.48396139000,-13.05126654000
150514,LIMA,CA├æETE,SAN LUIS,122532,SAN LUIS,-76.43058790000,-13.05120428000
090403,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,129679,AURAHUA,-75.57026890000,-13.03452929000
050108,AYACUCHO,HUAMANGA,QUINUA,121967,QUINUA,-74.13930648200,-13.04901515900
110209,ICA,CHINCHA,SAN PEDRO DE HUACARPANA,129772,SAN PEDRO DE HUACARPANA,-75.64800117000,-13.04890086000
090405,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,128823,CHUPAMARCA,-75.60970152000,-13.03731402000
050403,AYACUCHO,HUANTA,HUAMANGUILLA,128646,HUAMANGUILLA,-74.17332088000,-13.01120545000
081106,CUSCO,PAUCARTAMBO,KOS├æIPATA,234113,PILCOPATA,-71.40440002000,-12.90966129000
170204,MADRE DE DIOS,MANU,HUEPETUHE,236898,HUAYPETUE,-70.52726515000,-12.99405717000
090303,HUANCAVELICA,ANGARAES,CALLANMARCA,117145,CALLANMARCA,-74.62301426000,-12.86686616000
150511,LIMA,CA├æETE,PACARAN,112898,PACARAN,-76.05436852000,-12.86610617000
090308,HUANCAVELICA,ANGARAES,HUAYLLAY GRANDE,126135,HUAYLLAY GRANDE,-74.70177128000,-12.94237903000
090307,HUANCAVELICA,ANGARAES,HUANCA-HUANCA,116299,HUANCA HUANCA,-74.61008001000,-12.91888753000
050508,AYACUCHO,LA MAR,TAMBO,133406,TAMBO,-74.02025135000,-12.94810528000
050404,AYACUCHO,HUANTA,IGUAIN,110289,MACACHACRA,-74.20868390000,-12.99261877000
090305,HUANCAVELICA,ANGARAES,CHINCHO,119207,CHINCHO,-74.36728390000,-12.97288466000
090306,HUANCAVELICA,ANGARAES,CONGALLA,117382,CONGALLA,-74.49224753000,-12.95604753000
050510,AYACUCHO,LA MAR,ANCHIHUAY,650115,ANCHIHUAY,-73.58167305000,-12.86331260000
090304,HUANCAVELICA,ANGARAES,CCOCHACCASA,118998,CCOCHACCASA,-74.77001465000,-12.92759366000
150512,LIMA,CA├æETE,QUILMANA,121545,QUILMANA,-76.38335015000,-12.94958928000
021806,ANCASH,SANTA,NEPE├æA,113710,NEPE├æA,-78.35891478000,-9.17202712000
100502,HUANUCO,HUAMALIES,ARANCAY,116601,ARANCAY,-76.75144393000,-9.17206266000
050405,AYACUCHO,HUANTA,LURICOCHA,116842,LURICOCHA,-74.27408082500,-12.89927190800
151015,LIMA,YAUYOS,HUANGASCAR,128829,HUANGASCAR,-75.83436798000,-12.89857869000
090302,HUANCAVELICA,ANGARAES,ANCHONGA,127729,ANCHONGA,-74.69135252000,-12.91311117000
090505,HUANCAVELICA,CHURCAMPA,LA MERCED,133349,LA MERCED,-74.35906399000,-12.78828914000
151004,LIMA,YAUYOS,AYAVIRI,123462,AYAVIRI,-76.13742195000,-12.38234513000
151025,LIMA,YAUYOS,QUINOCAY,129816,SAN PEDRO DE QUINOCAY,-76.22658780000,-12.36245175000
090507,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,132604,PAUCARBAMBA,-74.52986670000,-12.55358726000
090113,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,110204,NUEVO OCCORO,-75.01969624000,-12.59483027000
050402,AYACUCHO,HUANTA,AYAHUANCO,622752,VIRACOCHAN,-74.33080538000,-12.59411068000
151031,LIMA,YAUYOS,TUPE,117997,TUPE,-75.80943231000,-12.74137106000
090506,HUANCAVELICA,CHURCAMPA,LOCROJA,114102,LOCROJA,-74.44180146000,-12.74031031000
090204,HUANCAVELICA,ACOBAMBA,CAJA,122090,CAJA ESPIRITU,-74.46592639000,-12.91752216000
151009,LIMA,YAUYOS,CHOCOS,110584,CHOCOS,-75.86279057000,-12.91427177000
150710,LIMA,HUAROCHIRI,LAHUAYTAMBO,132285,LAHUAYTAMBO,-76.38891889000,-12.09657741000
151032,LIMA,YAUYOS,VI├æAC,114905,VI├æAC,-75.78042508000,-12.93048576000
090504,HUANCAVELICA,CHURCAMPA,EL CARMEN,129075,PAUCARBAMBILLA,-74.48098721000,-12.72716983000
090203,HUANCAVELICA,ACOBAMBA,ANTA,119931,ANTA,-74.63681077000,-12.81394178000
151006,LIMA,YAUYOS,CACRA,113394,CACRA,-75.78306120000,-12.81285680000
170203,MADRE DE DIOS,MANU,MADRE DE DIOS,117178,BOCA COLORADO,-70.39452764000,-12.61823302000
151029,LIMA,YAUYOS,TAURIPAMPA,114877,TAURIPAMPA,-76.16206834000,-12.61718878000
151008,LIMA,YAUYOS,CATAHUASI,121468,CATAHUASI,-75.89179441000,-12.79974200000
151019,LIMA,YAUYOS,LINCHA,126823,LINCHA,-75.66512220000,-12.79841060000
151023,LIMA,YAUYOS,PUTINZA,111989,SAN LORENZO DE PUTINZA,-75.94945391000,-12.66827121000
090102,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,129674,SAN JOSE DE ACOBAMBILLA,-75.32491534000,-12.66713465000
090118,HUANCAVELICA,HUANCAVELICA,ASCENSION,614692,ASCENSION,-74.97807976000,-12.78394308000
090508,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,127836,SAN MIGUEL DE MAYOCC,-74.38919820000,-12.80366280000
090117,HUANCAVELICA,HUANCAVELICA,YAULI,122784,YAULI,-74.85114316000,-12.76983315000
050406,AYACUCHO,HUANTA,SANTILLANA,119347,SAN JOSE DE SECCE,-74.25285588000,-12.76615533100
150506,LIMA,CA├æETE,COAYLLO,116574,COAYLLO,-76.45982465000,-12.72749278000
151003,LIMA,YAUYOS,ALLAUCA,125759,AYAUCA,-76.03706819000,-12.59123137000
090208,HUANCAVELICA,ACOBAMBA,ROSARIO,122601,ROSARIO,-74.58249302000,-12.72119840000
170104,MADRE DE DIOS,TAMBOPATA,LABERINTO,133382,PUERTO ROSARIO DE LABERINTO,-69.58694227000,-12.71731191000
090202,HUANCAVELICA,ACOBAMBA,ANDABAMBA,126994,ANDABAMBA,-74.62349477000,-12.69367591000
150513,LIMA,CA├æETE,SAN ANTONIO,117538,SAN ANTONIO,-76.65147157000,-12.64379665000
090103,HUANCAVELICA,HUANCAVELICA,ACORIA,117923,ACORIA,-74.86162367000,-12.64280969000
050507,AYACUCHO,LA MAR,SANTA ROSA,111467,SANTA ROSA,-73.73555672000,-12.68809563000
090502,HUANCAVELICA,CHURCAMPA,ANCO,132083,LA ESMERALDA,-74.58734161000,-12.68131140000
150509,LIMA,CA├æETE,MALA,129824,MALA,-76.63236290000,-12.65776215000
090114,HUANCAVELICA,HUANCAVELICA,PALCA,123031,PALCA / PALLCA,-74.98048686000,-12.65677104000
090116,HUANCAVELICA,HUANCAVELICA,VILCA,133503,VILCA,-75.18344077000,-12.47737742000
090721,HUANCAVELICA,TAYACAJA,ROBLE,545352,PUERTO SAN ANTONIO,-74.48987784000,-12.21648067000
050503,AYACUCHO,LA MAR,AYNA,121341,SAN FRANCISCO,-73.78781866000,-12.62460846000
150515,LIMA,CA├æETE,SANTA CRUZ DE FLORES,120725,SANTA CRUZ DE FLORES,-76.64155401000,-12.61957666000
151022,LIMA,YAUYOS,OMAS,124691,OMAS,-76.28919495000,-12.51467970000
090510,HUANCAVELICA,CHURCAMPA,PACHAMARCA,116123,PACHAMARCA,-74.52698266000,-12.51477069000
090509,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,114041,SAN PEDRO DE CORIS,-74.41174702000,-12.57814906000
090511,HUANCAVELICA,CHURCAMPA,COSME,132173,SANTA CLARA DE COSME,-74.65867979000,-12.57324644000
120111,JUNIN,HUANCAYO,CHUPURO,111386,CHUPURO,-75.24533365000,-12.15523190000
090718,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,131305,TINTAY PUNCU,-74.54459516000,-12.15192456000
090119,HUANCAVELICA,HUANCAVELICA,HUANDO,113589,HUANDO,-74.94732451000,-12.56437350000
090109,HUANCAVELICA,HUANCAVELICA,LARIA,115913,LARIA,-75.03677389000,-12.56124185000
151016,LIMA,YAUYOS,HUANTAN,125008,HUANTAN,-75.81149268000,-12.45624810000
151027,LIMA,YAUYOS,SAN PEDRO DE PILAS,118133,SAN PEDRO DE PILAS,-76.22657527000,-12.45449329000
150503,LIMA,CA├æETE,CALANGO,122874,CALANGO,-76.54364452000,-12.52631003000
090104,HUANCAVELICA,HUANCAVELICA,CONAYCA,130692,CONAYCA,-75.00685896000,-12.51977024000
080910,CUSCO,LA CONVENCION,PICHARI,125654,PICHARI,-73.82853052000,-12.51966994000
090503,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,119206,CHINCHIHUASI,-74.54577078000,-12.51868263000
150505,LIMA,CA├æETE,CHILCA,124503,CHILCA,-76.73821115000,-12.51859516000
050407,AYACUCHO,HUANTA,SIVIA,127341,SIVIA,-73.85880317600,-12.51146480400
090112,HUANCAVELICA,HUANCAVELICA,MOYA,112273,MOYA,-75.15381958000,-12.42325149000
090108,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,111351,IZCUCHACA,-74.99718097000,-12.50064425000
090719,HUANCAVELICA,TAYACAJA,QUICHUAS,112342,QUICHUAS,-74.76731725000,-12.47276098000
090115,HUANCAVELICA,HUANCAVELICA,PILCHACA,112349,PILCHACA,-75.08383329000,-12.40119169000
090105,HUANCAVELICA,HUANCAVELICA,CUENCA,124735,CUENCA,-75.03872208000,-12.43320092000
050408,AYACUCHO,HUANTA,LLOCHEGUA,119892,LLOCHEGUA,-73.90601247500,-12.40973420300
090107,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,118610,HUAYLLAHUARA,-75.17835413000,-12.40946839000
090704,HUANCAVELICA,TAYACAJA,AHUAYCHA,133156,AHUAYCHA,-74.89142624000,-12.40744526000
090703,HUANCAVELICA,TAYACAJA,ACRAQUIA,129183,ACRAQUIA,-74.90141972000,-12.40689656000
050411,AYACUCHO,HUANTA,PUCACOLPA,239636,HUALLHUA,-74.48909175100,-12.42043074200
090705,HUANCAVELICA,TAYACAJA,COLCABAMBA,128011,COLCABAMBA,-74.68094509000,-12.41088934000
151013,LIMA,YAUYOS,HUAMPARA,115172,HUAMPARA,-76.16730363000,-12.36026132000
120104,JUNIN,HUANCAYO,CARHUACALLANGA,126283,CARHUACALLANGA,-75.20050615000,-12.35481642000
120120,JUNIN,HUANCAYO,HUASICANCHA,113041,HUASICANCHA,-75.28207002000,-12.33210754000
090710,HUANCAVELICA,TAYACAJA,├æAHUIMPUQUIO,124167,├æAHUIMPUQUIO,-75.06992396000,-12.32919775000
090706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,113926,MARISCAL CACERES,-74.85835711000,-12.39015227000
090702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,133475,ACOSTAMBO,-75.05479701000,-12.36531776000
150721,LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,116193,SAN LORENZO DE QUINTI,-76.21257678000,-12.14514203000
151018,LIMA,YAUYOS,LARAOS,132860,LARAOS,-75.78557449000,-12.34679020000
120105,JUNIN,HUANCAYO,CHACAPAMPA,131729,CHACAPAMPA,-75.24731952000,-12.34525379000
151007,LIMA,YAUYOS,CARANIA,130190,CARANIA,-75.86981191000,-12.34538238000
120112,JUNIN,HUANCAYO,COLCA,112460,COLCA,-75.22305490000,-12.31777091000
090720,HUANCAVELICA,TAYACAJA,ANDAYMARCA,115757,ANDAYMARCA,-74.63537067000,-12.31551617000
151021,LIMA,YAUYOS,MIRAFLORES,119187,MIRAFLORES,-75.85025027000,-12.27413041000
120108,JUNIN,HUANCAYO,CHONGOS ALTO,116523,CHONGOS ALTO,-75.28898502000,-12.31115254000
090723,HUANCAVELICA,TAYACAJA,SANTIAGO DE TUCUMA,565403,SANTIAGO DE TUCUMA,-74.89226552000,-12.31027527000
151024,LIMA,YAUYOS,QUINCHES,123536,QUINCHES,-76.14323365000,-12.30746424000
120106,JUNIN,HUANCAYO,CHICCHE,111490,CHICCHE,-75.29774689000,-12.29601629000
151010,LIMA,YAUYOS,COCHAS,110030,COCHAS,-76.15742548000,-12.29448421000
151017,LIMA,YAUYOS,HUA├æEC,118204,HUA├æEC,-76.13887115000,-12.29435864000
151026,LIMA,YAUYOS,SAN JOAQUIN,126100,SAN JOAQUIN,-76.14690399000,-12.28406022000
050409,AYACUCHO,HUANTA,CANAYRE,233120,CANAYRE,-74.02285449600,-12.28209286900
151002,LIMA,YAUYOS,ALIS,122407,ALIS,-75.78648552000,-12.28089428000
090709,HUANCAVELICA,TAYACAJA,HUARIBAMBA,123379,HUARIBAMBA,-74.93821361000,-12.27957706000
120133,JUNIN,HUANCAYO,SAPALLANGA,130564,SAPALLANGA,-75.15795728000,-12.14118991000
120121,JUNIN,HUANCAYO,HUAYUCACHI,122708,HUAYUCACHI,-75.22315439000,-12.13817615000
170103,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,122247,LAS PIEDRAS/PLANCHON,-69.15047002000,-12.27907966000
170202,MADRE DE DIOS,MANU,FITZCARRALD,219799,BOCA DEL MANU,-70.91036290000,-12.26497845000
120426,JUNIN,JAUJA,POMACANCHA,129168,POMACANCHA,-75.62360852000,-11.73902652000
090711,HUANCAVELICA,TAYACAJA,PAZOS,131812,PAZOS,-75.07049206000,-12.25901613000
150713,LIMA,HUAROCHIRI,MARIATANA,116637,MARIATANA,-76.32583938000,-12.23727516000
151030,LIMA,YAUYOS,TOMAS,133292,TOMAS,-75.74583563000,-12.23820835000
090713,HUANCAVELICA,TAYACAJA,QUISHUAR,133008,QUISHUAR,-74.77736662000,-12.24392735000
151033,LIMA,YAUYOS,VITIS,126177,VITIS,-75.80782035000,-12.22394143000
150731,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,112972,SANTO DOMINGO DE LOS OLLEROS,-76.51436843000,-12.21880052000
120609,JUNIN,SATIPO,VIZCATAN DEL ENE,225344,SAN MIGUEL DE ENE,-74.02573762900,-12.18894621100
090722,HUANCAVELICA,TAYACAJA,PICHOS,125095,PICHOS,-74.93871747700,-12.23621435400
151014,LIMA,YAUYOS,HUANCAYA,123399,HUANCAYA,-75.79935617000,-12.20335843000
090714,HUANCAVELICA,TAYACAJA,SALCABAMBA,131585,SALCABAMBA,-74.78063593000,-12.20198537000
120909,JUNIN,CHUPACA,YANACANCHA,116538,YANACANCHA,-75.38696071000,-12.20111734000
120126,JUNIN,HUANCAYO,PUCARA,110840,PUCARA,-75.14535640000,-12.17249591000
120116,JUNIN,HUANCAYO,HUACRAPUQUIO,126972,HUACRAPUQUIO,-75.21897854000,-12.17360502000
150726,LIMA,HUAROCHIRI,SANGALLAYA,127211,SANGALLAYA,-76.22904290000,-12.16096416000
120136,JUNIN,HUANCAYO,VIQUES,128799,VIQUES,-75.23236117800,-12.15967352100
150709,LIMA,HUAROCHIRI,HUAROCHIRI,115702,HUAROCHIRI,-76.23249878000,-12.13710667000
120124,JUNIN,HUANCAYO,PARIAHUANCA,122116,LAMPA,-74.89700003000,-11.98027153000
090715,HUANCAVELICA,TAYACAJA,SALCAHUASI,130169,SALCAHUASI,-74.75170465000,-12.10377238000
120906,JUNIN,CHUPACA,SAN JUAN DE ISCOS,124893,SAN JUAN DE ISCOS,-75.29313568000,-12.09832171000
150729,LIMA,HUAROCHIRI,SANTIAGO DE ANCHUCAYA,119525,SANTIAGO DE ANCHUCAYA,-76.23019750000,-12.09550201000
090716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,125056,SAN MARCOS DE ROCCHAC,-74.86361777000,-12.09389321000
150135,LIMA,LIMA,SAN MARTIN DE PORRES,512804,BARRIO OBRERO INDUSTRIAL,-77.05831026400,-12.02986726800
120114,JUNIN,HUANCAYO,EL TAMBO,132376,EL TAMBO,-75.21742779400,-12.05738510700
120125,JUNIN,HUANCAYO,PILCOMAYO,111288,PILCOMAYO,-75.25031103000,-12.04933116000
090707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,131984,HUACHOCOLPA,-74.59455260000,-12.04829858000
120902,JUNIN,CHUPACA,AHUAC,122165,AHUAC,-75.32085435000,-12.08576626000
120214,JUNIN,CONCEPCION,SAN JOSE DE QUERO,126432,SAN JOSE DE QUERO,-75.53636948000,-12.08555161000
150116,LIMA,LIMA,LINCE,534801,LINCE,-77.03109060000,-12.08251303000
120905,JUNIN,CHUPACA,HUAMANCACA CHICO,123176,HUAMANCACA CHICO,-75.24212787000,-12.08097164000
150702,LIMA,HUAROCHIRI,ANTIOQUIA,124797,ANTIOQUIA,-76.50986353000,-12.08036053000
200204,PIURA,AYABACA,LAGUNAS,122895,LAGUNAS,-79.84510743000,-4.78974196000
200111,PIURA,PIURA,LAS LOMAS,133357,LAS LOMAS,-80.24315090000,-4.65782214000
200703,PIURA,TALARA,LA BREA,114992,NEGRITOS,-81.30560453000,-4.65444039000
160705,LORETO,DATEM DEL MARA├æON,PASTAZA,239859,ULLPAYACU,-76.58784090000,-4.65158440000
200209,PIURA,AYABACA,SICCHEZ,126763,SICCHEZ,-79.76402653000,-4.57013302000
160703,LORETO,DATEM DEL MARA├æON,MANSERICHE,124030,SARAMIRIZA,-77.41743926000,-4.56395473000
200210,PIURA,AYABACA,SUYO,132401,SUYO,-80.00263928000,-4.51251040000
200203,PIURA,AYABACA,JILILI,132756,JILILI,-79.79717040000,-4.58490340000
160302,LORETO,LORETO,PARINARI,511605,SANTA CRUZ DE PARINARI,-74.46020377000,-4.62971002000
200207,PIURA,AYABACA,PAIMAS,110050,PAIMAS,-79.94532075000,-4.62718328000
160305,LORETO,LORETO,URARINAS,213296,CONCORDIA,-74.76700551000,-4.58784689000
200705,PIURA,TALARA,LOS ORGANOS,129620,LOS ORGANOS,-81.12869403000,-4.17963740000
010402,AMAZONAS,CONDORCANQUI,EL CENEPA,119754,HUAMPAMI,-78.15912631000,-4.45545220000
200704,PIURA,TALARA,LOBITOS,125174,LOBITOS,-81.27725715000,-4.45284152000
160403,LORETO,MARISCAL RAMON CASTILLA,YAVARI,541822,ISLANDIA,-70.04129927000,-4.35201153000
200702,PIURA,TALARA,EL ALTO,117727,EL ALTO,-81.22114104600,-4.26881707100
200706,PIURA,TALARA,MANCORA,117295,MANCORA,-81.05180327000,-4.10684277000
160404,LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,223249,SAN PABLO DE LORETO,-71.10341423000,-4.02039938000
240203,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,118343,CANCAS,-80.94041778000,-3.94582164000
010403,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,123689,PUERTO GALILEA,-77.75835223000,-4.01511589000
160103,LORETO,MAYNAS,FERNANDO LORES,114807,TAMSHIYACU,-73.16058508000,-4.00297018000
240202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,133509,CA├æAVERAL,-80.65113816000,-3.94211539000
160102,LORETO,MAYNAS,ALTO NANAY,112969,SANTA MARIA DEL ALTO NANAY,-73.69651569000,-3.88816299000
240104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,133222,PAMPAS DE HOSPITAL,-80.43885140000,-3.69282726000
160802,LORETO,PUTUMAYO,ROSA PANDURO,128891,SANTA MERCEDES,-73.41287088000,-1.78914335000
160108,LORETO,MAYNAS,PUNCHANA,519009,PUNCHANA,-73.24434649000,-3.72849260000
160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,122103,SAN JUAN BAUTISTA,-73.28938976000,-3.77506576000
160112,LORETO,MAYNAS,BELEN,118901,BELEN,-73.24828694000,-3.76173604000
240102,TUMBES,TUMBES,CORRALES,131220,SAN PEDRO DE LOS INCAS,-80.48071752000,-3.60108165000
240303,TUMBES,ZARUMILLA,MATAPALO,111712,MATAPALO,-80.19934628000,-3.68228540000
240105,TUMBES,TUMBES,SAN JACINTO,124638,SAN JACINTO,-80.44760867000,-3.64194085000
240103,TUMBES,TUMBES,LA CRUZ,118179,CALETA LA CRUZ,-80.58943040000,-3.63707003000
160402,LORETO,MARISCAL RAMON CASTILLA,PEBAS,129048,PEBAS,-71.86176424000,-3.32059051000
240106,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,131468,SAN JUAN DE LA VIRGEN,-80.43335167100,-3.62764106800
240304,TUMBES,ZARUMILLA,PAPAYAL,132148,PAPAYAL,-80.23458002000,-3.57134477000
250303,UCAYALI,PADRE ABAD,CURIMANA,128768,CURIMANA,-75.15291210000,-8.43417703000
160104,LORETO,MAYNAS,INDIANA,115068,INDIANA,-73.04109843000,-3.50047685000
160106,LORETO,MAYNAS,MAZAN,131482,MAZAN,-73.09151272000,-3.49807756000
240302,TUMBES,ZARUMILLA,AGUAS VERDES,110659,AGUAS VERDES,-80.24553002000,-3.48183452000
160105,LORETO,MAYNAS,LAS AMAZONAS,115689,FRANCISCO DE ORELLANA,-72.76386926000,-3.42246259000
160804,LORETO,PUTUMAYO,YAGUAS,228555,REMANSO,-71.17538469000,-2.40880511000
160803,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,528580,SOPLIN VARGAS,-74.67557693000,-0.37295586000
250304,UCAYALI,PADRE ABAD,NESHUYA,569138,MONTE ALEGRE,-74.96456120000,-8.63943517000
120306,JUNIN,CHANCHAMAYO,VITOC,117147,PUCARA,-75.34207158000,-11.24205307000
120304,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,124690,SAN LUIS DE SHUARO,-75.28723229000,-10.88865615000
120302,JUNIN,CHANCHAMAYO,PERENE,213480,VILLA PERENE,-75.22500636000,-10.94820397000
120305,JUNIN,CHANCHAMAYO,SAN RAMON,120853,SAN RAMON,-75.35202943000,-11.12102178000
120119,JUNIN,HUANCAYO,HUANCAN,119760,HUANCAN,-75.21676681000,-12.10633089000
